GA;GB;G1;G2;G3;G4;G5;G6;G7;G8;G9;G10;G11;G12;G13;G14;G15;G16;G17;G18;G19;G20;G21
0273;Межрайонная инспекция Федеральной налоговой службы № 31 по Республике Башкортостан;,450112,,,Уфа г,,Ульяновых ул,18,,;347-242-02-45;Код ОКПО:31227252. Режим приема: Понедельник, среда: 9.00 - 18.00, вторник, четверг: 9.00 - 20.00, пятница: 9.00 - 16.45, вторая и четвертая субботы месяца: 10.00 - 15.00, остальные субботы, воскресенье: выходные дни.;Управление Федерального казначейства по Республике Башкортостан;80602000,80602404,80602406,80602413,80602416,80602418,80602419,80602422,80602428,80602431,80602437,80602440,80602443,80602446,80602449,80602451,80602455,80602458,80602461,80602464,80602470,80622101,80622404,80622410,80622413,80622416,80622419,80622422,80622425,80622428,80622431,80622434,80622437,80622440,80622443,80622444,80622446,80622449,80628000,80628403,80628405,80628410,80628415,80628416,80628420,80628425,80628430,80628432,80628435,80628440,80628445,80628450,80628455,80628460,80628470,80628472,80628474,80628480,80634452,80645000,80645405,80645410,80645415,80645416,80645420,80645435,80645440,80645444,80645445,80645450,80645452,80645455,80701000;0273060707;027301001;Отделение-НБ Республика Башкортостан;048073001;;40101810100000010001;02123;Межрайонная инспекция Федеральной налоговой службы № 39 по Республике Башкортостан;450076, Республика Башкортостан, г.Уфа, ул Красина, д.52;(347) 229-02-00, (347) 229-02-10;Понедельник - четверг: 8.30 - 17.30, пятница: 8.30 - 16.15;02123;Межрайонная инспекция Федеральной налоговой службы № 39 по Республике Башкортостан;450076, Республика Башкортостан, г.Уфа, ул Красина, д.52;(347) 229-02-00, (347) 229-02-10;Понедельник - четверг: 8.30 - 17.30, пятница: 8.30 - 16.15
0274;Межрайонная инспекция Федеральной налоговой службы № 40 по Республике Башкортостан;,450077,,,Уфа г,,Коммунистическая ул,59,,;347-229-79-38;Код ОКПО:31227269. Режим приема: Понедельник, среда: 9.00 - 18.00, вторник, четверг: 9.00 - 20.00, пятница: 9.00 - 16.45, вторая и четвертая субботы месяца: 10.00 - 15.00, остальные субботы, воскресенье: выходные дни.;Управление Федерального казначейства по Республике Башкортостан;80652410,80652460,80701000;0274034097;027401001;Отделение-НБ Республика Башкортостан;048073001;;40101810100000010001;02123;Межрайонная инспекция Федеральной налоговой службы № 39 по Республике Башкортостан;450076, Республика Башкортостан, г.Уфа, ул Красина, д.52;(347) 229-02-00, (347) 229-02-10;Понедельник - четверг: 8.30 - 17.30, пятница: 8.30 - 16.15;02123;Межрайонная инспекция Федеральной налоговой службы № 39 по Республике Башкортостан;450076, Республика Башкортостан, г.Уфа, ул Красина, д.52;(347) 229-02-00, (347) 229-02-10;Понедельник - четверг: 8.30 - 17.30, пятница: 8.30 - 16.15
0276;Межрайонная инспекция Федеральной налоговой службы № 2 по Республике Башкортостан;,450055,,,Уфа г,,Октября пр-кт,144/3,корп2,;347-224-85-28;Код ОКПО:31227281. Режим приема: Понедельник, среда: 9.00 - 18.00, вторник, четверг: 9.00 - 20.00, пятница: 9.00 - 16.45, вторая и четвертая субботы месяца: 10.00 - 15.00, остальные субботы, воскресенье: выходные дни.;Управление Федерального казначейства по Республике Башкортостан;80604450,80610000,80610402,80610404,80610407,80610413,80610416,80610419,80610422,80610425,80610428,80610431,80610434,80610437,80610440,80623000,80623404,80623406,80623407,80623413,80623419,80623422,80623425,80623428,80623431,80623433,80623434,80623440,80623443,80636000,80636405,80636410,80636415,80636420,80636425,80636430,80636435,80636440,80636445,80642000,80642401,80642405,80642410,80642415,80642420,80642423,80642425,80642430,80642435,80642442,80642445,80642450,80647000,80647405,80647410,80647415,80647425,80647430,80647435,80647440,80647445,80647447,80647450,80647453,80647455,80647460,80647465,80647475,80647476,80657415,80701000;0276009836;027601001;Отделение-НБ Республика Башкортостан;048073001;;40101810100000010001;02123;Межрайонная инспекция Федеральной налоговой службы № 39 по Республике Башкортостан;450076, Республика Башкортостан, г.Уфа, ул Красина, д.52;(347) 229-02-00, (347) 229-02-10;Понедельник - четверг: 8.30 - 17.30, пятница: 8.30 - 16.15;02123;Межрайонная инспекция Федеральной налоговой службы № 39 по Республике Башкортостан;450076, Республика Башкортостан, г.Уфа, ул Красина, д.52;(347) 229-02-00, (347) 229-02-10;Понедельник - четверг: 8.30 - 17.30, пятница: 8.30 - 16.15
0277;Межрайонная инспекция Федеральной налоговой службы № 33 по Республике Башкортостан;,450075,,,Уфа г,,Октября пр-кт,95,2,;347-277-27-60;Код ОКПО:31227298. Режим приема: Понедельник, среда: 9.00 - 18.00, вторник, четверг: 9.00 - 20.00, пятница: 9.00 - 16.45, вторая и четвертая субботы месяца: 10.00 - 15.00, остальные субботы, воскресенье: выходные дни.;Управление Федерального казначейства по Республике Башкортостан;80604402,80604404,80604413,80604416,80604418,80604419,80604425,80604428,80604431,80604437,80604440,80604442,80604443,80604446,80613000,80613101,80613407,80613408,80613409,80613410,80613416,80613419,80613422,80613425,80613431,80613434,80613437,80613440,80613443,80613446,80615000,80615101,80615404,80615407,80615413,80615419,80615422,80615425,80615428,80615431,80615434,80615437,80615440,80615443,80615449,80615453,80615461,80634404,80634412,80634416,80634424,80634432,80634436,80634440,80634444,80634445,80634452,80634456,80634460,80634464,80634472,80634480,80634484,80634488,80643000,80643405,80643410,80643415,80643420,80643425,80643430,80643435,80643445,80643450,80643455,80643460,80643465,80643470,80643480,80701000;0277088277;027701001;Отделение-НБ Республика Башкортостан;048073001;;40101810100000010001;02123;Межрайонная инспекция Федеральной налоговой службы № 39 по Республике Башкортостан;450076, Республика Башкортостан, г.Уфа, ул Красина, д.52;(347) 229-02-00, (347) 229-02-10;Понедельник - четверг: 8.30 - 17.30, пятница: 8.30 - 16.15;02123;Межрайонная инспекция Федеральной налоговой службы № 39 по Республике Башкортостан;450076, Республика Башкортостан, г.Уфа, ул Красина, д.52;(347) 229-02-00, (347) 229-02-10;Понедельник - четверг: 8.30 - 17.30, пятница: 8.30 - 16.15
0278;Межрайонная инспекция Федеральной налоговой службы № 1 по Республике Башкортостан;,450005,,,Уфа г,,50 лет Октября ул,13/1,,;347-224-82-00;Код ОКПО:31227306. Режим приема: Понедельник, среда: 9.00 - 18.00, вторник, четверг: 9.00 - 20.00, пятница: 9.00 - 16.45, вторая и четвертая субботы месяца: 10.00 - 15.00, остальные субботы, воскресенье: выходные дни.;Управление Федерального казначейства по Республике Башкортостан;80624000,80624101,80624404,80624407,80624410,80624413,80624416,80624422,80624430,80624431,80624434,80624437,80624440,80624443,80624447,80624449,80630404,80630408,80630412,80630416,80630424,80630426,80630428,80630432,80630436,80630440,80630444,80630448,80630452,80630456,80630460,80630464,80630468,80630472,80630476,80630478,80630480,80630484,80640000,80640405,80640410,80640415,80640430,80640435,80640440,80640465,80640470,80640475,80640477,80640480,80640490,80656000,80656410,80656415,80656420,80656425,80656435,80656440,80656445,80656450,80656455,80656460,80656465,80656470,80656475,80701000;0278008355;027801001;Отделение-НБ Республика Башкортостан;048073001;;40101810100000010001;02123;Межрайонная инспекция Федеральной налоговой службы № 39 по Республике Башкортостан;450076, Республика Башкортостан, г.Уфа, ул Красина, д.52;(347) 229-02-00, (347) 229-02-10;Понедельник - четверг: 8.30 - 17.30, пятница: 8.30 - 16.15;02123;Межрайонная инспекция Федеральной налоговой службы № 39 по Республике Башкортостан;450076, Республика Башкортостан, г.Уфа, ул Красина, д.52;(347) 229-02-00, (347) 229-02-10;Понедельник - четверг: 8.30 - 17.30, пятница: 8.30 - 16.15
0309;Межрайонная инспекция Федеральной налоговой службы №8 по Республике Бурятия;,671200,Бурятия Респ,Кабанский р-н,,Кабанск с, Кооперативная ул,12,,;30138-41684;Код ОКПО:73225741 Режим работы с 8ч.30мин. до 17ч.00 мин., перерыв 12ч.00 мин. до 13ч.30 мин.;Управление федерального казначейства по Республике Бурятия;81624000,81624103,81624158,81624163,81624410,81624415,81624420,81624422,81624430,81624435,81624440,81624442,81624443,81624450,81624454,81624460,81624470,81624480,81624490,81639000,81639411,81639413,81639422,81639433,81651000,81651403,81651405,81651408,81651411,81651415,81651420,81651425,81651433,81651444,81651455,81651466,81651471,81651472,81651473;0309011921;030901001;ОТДЕЛЕНИЕ-НБ РЕСПУБЛИКА БУРЯТИЯ;048142001;;40101810600000010002;03048;Межрайонная инспекция Федеральной налоговой службы № 9 по Республике Бурятия;,670000,,, Улан-Удэ г,, Коммунистическая ул, д 50,,;301-2-21-22-19;Об организации деятельности Межрайонной инспекции Федеральной налоговой службы № 9 по Республике Бурятия;03048;Межрайонная инспекция Федеральной налоговой службы № 9 по Республике Бурятия;,670000,,, Улан-Удэ г,, Коммунистическая ул, д 50,,;301-2-21-22-19;Об организации деятельности Межрайонной инспекции Федеральной налоговой службы № 9 по Республике Бурятия
0317;Межрайонная инспекция Федеральной налоговой службы №4 по Республике Бурятия;,671717,Бурятия Респ,Северобайкальский р-н,Северобайкальск г,,Морских Пехотинцев ул,5,,;30130-22356;Код ОКПО:31612524 Режим работы с 8ч.30мин. до 17ч.00 мин., перерыв 12ч.00 мин. до 13ч.30 мин.;Управление федерального казначейства по Республике Бурятия;81635000,81635151,81635153,81635410,81645000,81645154,81645155,81645156,81645175,81645403,81645411,81645422,81645433,81645444,81645455,81720000;0317005400;031701001;ОТДЕЛЕНИЕ-НБ РЕСПУБЛИКА БУРЯТИЯ;048142001;;40101810600000010002;03048;Межрайонная инспекция Федеральной налоговой службы № 9 по Республике Бурятия;,670000,,, Улан-Удэ г,, Коммунистическая ул, д 50,,;301-2-21-22-19;Об организации деятельности Межрайонной инспекции Федеральной налоговой службы № 9 по Республике Бурятия;03048;Межрайонная инспекция Федеральной налоговой службы № 9 по Республике Бурятия;,670000,,, Улан-Удэ г,, Коммунистическая ул, д 50,,;301-2-21-22-19;Об организации деятельности Межрайонной инспекции Федеральной налоговой службы № 9 по Республике Бурятия
0318;Межрайонная инспекция Федеральной налоговой службы №3 по Республике Бурятия;,671280,Бурятия Респ,Селенгинский р-н,Гусиноозерск г,,Степная ул,17,А,;8-(30145) 43-6-87;Код ОКПО:73225847 Режим работы с 8ч.30мин. до 17ч.00 мин., перерыв 12ч.00 мин. до 13ч.30 мин.;Управление федерального казначейства по Республике Бурятия;81612000,81612405,81612407,81612410,81612415,81612417,81612419,81612420,81612423,81612425,81612430,81612438,81612440,81612445,81612450,81612453,81612455,81612460,81612465,81612470,81612475,81612483,81621000,81621101,81621401,81621402,81621403,81621404,81621405,81621410,81621412,81621415,81621420,81621422,81621425,81621430,81621431,81621433,81621435,81621440,81621441,81621442,81621443,81621444,81621445,81621450,81621455,81633000,81633101,81633155,81633405,81633410,81633415,81633420,81633425,81633427,81633428,81633430,81633432,81633433,81633435,81633440,81633445,81633448,81633450,81648000,81648101,81648404,81648408,81648411,81648422,81648433,81648444,81648450,81648455,81648466,81648473,81648476,81648477;0318000355;031801001;ОТДЕЛЕНИЕ-НБ РЕСПУБЛИКА БУРЯТИЯ;048142001;;40101810600000010002;03048;Межрайонная инспекция Федеральной налоговой службы № 9 по Республике Бурятия;,670000,,, Улан-Удэ г,, Коммунистическая ул, д 50,,;301-2-21-22-19;Об организации деятельности Межрайонной инспекции Федеральной налоговой службы № 9 по Республике Бурятия;03048;Межрайонная инспекция Федеральной налоговой службы № 9 по Республике Бурятия;,670000,,, Улан-Удэ г,, Коммунистическая ул, д 50,,;301-2-21-22-19;Об организации деятельности Межрайонной инспекции Федеральной налоговой службы № 9 по Республике Бурятия
0323;Межрайонная инспекция Федеральной налоговой службы №1 по Республике Бурятия;,670047,Бурятия Респ,,Улан-Удэ г,,Сахьяновой ул,1,а,;301-2-433043;Код ОКПО:36314151 Режим работы с 8ч.30мин. до 17ч.30 мин., перерыв 12ч.00 мин. до 13ч.00 мин.;Управление федерального казначейства по Республике Бурятия;81603000,81603154,81603405,81603420,81603422,81603433,81603444,81603455,81603465,81603477,81603480,81609000,81609410,81609415,81609420,81609425,81609427,81609429,81609435,81609438,81609440,81609442,81609443,81609444,81609445,81609447,81609450,81609455,81609460,81615487,81618000,81618151,81618165,81618403,81618405,81618410,81618415,81618425,81618427,81618430,81618435,81618437,81618447,81618450,81618451,81618452,81618453,81618455,81618458,81618465,81618470,81630000,81630410,81630422,81630433,81630444,81630455,81630457,81630466,81630469,81630477,81630480,81636000,81636403,81636405,81636415,81636420,81636425,81636428,81636430,81636435,81636440,81636442,81636445,81636447,81636450,81636455,81636460,81636465,81642000,81642422,81642433,81642454,81642455,81642457,81642460,81642466,81642477,81642488,81642489,81650000,81650405,81650408,81650415,81650418,81650422,81650427,81650430,81650435,81650440,81650450,81657405,81701000;0323121235;032301001;ОТДЕЛЕНИЕ-НБ РЕСПУБЛИКА БУРЯТИЯ;048142001;;40101810600000010002;03048;Межрайонная инспекция Федеральной налоговой службы № 9 по Республике Бурятия;,670000,,, Улан-Удэ г,, Коммунистическая ул, д 50,,;301-2-21-22-19;Об организации деятельности Межрайонной инспекции Федеральной налоговой службы № 9 по Республике Бурятия;03048;Межрайонная инспекция Федеральной налоговой службы № 9 по Республике Бурятия;,670000,,, Улан-Удэ г,, Коммунистическая ул, д 50,,;301-2-21-22-19;Об организации деятельности Межрайонной инспекции Федеральной налоговой службы № 9 по Республике Бурятия
0326;Межрайонная инспекция Федеральной налоговой службы №2 по Республике Бурятия;,670000,Бурятия Респ,,Улан-Удэ г,,Борсоева ул,11,А,;3012-297334;Код ОКПО:26050372 Режим работы с 8ч.30мин. до 17ч.30 мин., перерыв 12ч.00 мин. до 13ч.00 мин.;Управление федерального казначейства по Республике Бурятия;81606410,81606415,81606440,81606442,81606455,81606460,81606470,81606480,81606490,81615000,81615420,81615430,81615440,81615450,81615455,81615460,81615463,81615465,81615469,81615470,81615480,81615485,81615487,81615490,81622000,81622410,81622415,81622420,81622428,81622430,81622440,81627000,81627411,81627422,81627433,81627440,81627444,81627446,81627455,81627466,81627477,81657405,81657410,81657415,81657420,81657423,81657424,81657425,81657430,81657432,81657435,81701000;0326023525;032601001;ОТДЕЛЕНИЕ-НБ РЕСПУБЛИКА БУРЯТИЯ;048142001;;40101810600000010002;03048;Межрайонная инспекция Федеральной налоговой службы № 9 по Республике Бурятия;,670000,,, Улан-Удэ г,, Коммунистическая ул, д 50,,;301-2-21-22-19;Об организации деятельности Межрайонной инспекции Федеральной налоговой службы № 9 по Республике Бурятия;03048;Межрайонная инспекция Федеральной налоговой службы № 9 по Республике Бурятия;,670000,,, Улан-Удэ г,, Коммунистическая ул, д 50,,;301-2-21-22-19;Об организации деятельности Межрайонной инспекции Федеральной налоговой службы № 9 по Республике Бурятия
0404;Межрайонная инспекция Федеральной налоговой службы №2 по Республике Алтай;,649440,Алтай Респ,Онгудайский р-н,,Онгудай с,Победы ул,28,,;(38845) 22-775 "горячая линия" - (38845) 22-381;Код ОКПО:00079295, часы работы: понедельник, среда 8.00 - 18.00, пятница 8.00 - 17.00, вторник, четверг 8.00. - 20.00, 2 и 4 суббота месяца ч 10.00 - 15.00;Управление Федерального Казначейства по Республике Алтай;84610000,84610405,84610410,84610420,84610425,84610430,84610435,84610445,84610455,84610464,84610465,84610470,84610480,84620000,84620410,84620420,84620425,84620430,84620435,84620440,84620445,84620455,84620460,84620465,84630000,84630405,84630410,84630430,84630435,84630440,84630445,84630450,84635000,84635410,84635430,84635435,84635440,84635450,84635460,84635465,84635470,84635480,84635485,84635488,84640000,84640405,84640415,84640420,84640440,84640445,84640455,84640465,84640475,84640485;0404005572;040401001;ОТДЕЛЕНИЕ-НБ РЕСПУБЛИКА АЛТАЙ;048405001;;40101810500000010000;04017;Межрайонная инспекция Федеральной налоговой службы №5 по Республике Алтай;643, 649000, Республика Алтай, г.Горно-Алтайск, ул. Чорос-Гуркина, 40;38822-92-842;Код ОКПО:00079295, часы работы: понедельник - четверг 8.00 - 17.15, пятница 8.00 - 16.00, обед 13.00 - 14.00;04017;Межрайонная инспекция Федеральной налоговой службы №5 по Республике Алтай;643, 649000, Республика Алтай, г.Горно-Алтайск, ул. Чорос-Гуркина, 40;38822-92-842;Код ОКПО:00079295, часы работы: понедельник - четверг 8.00 - 17.15, пятница 8.00 - 16.00, обед 13.00 - 14.00
0411;Межрайонная инспекция Федеральной налоговой службы №5 по Республике Алтай;,649000,,,Горно-Алтайск г,,Чорос-Гуркина ул.,40,,;(38822) 92-999 "горячая линия" - (388-22) 92-842;Код ОКПО:00079295, часы работы: понедельник, среда 8.00 - 18.00, пятница 8.00 - 17.00, вторник, четверг 08.00 - 20.00, 2 и 4 суббота месяца ч 10.00-15.00;Управление Федерального Казначейства по Республике Алтай;84615000,84615407,84615412,84615425,84615430,84615435,84615445,84615455,84625000,84625405,84625410,84625420,84625440,84625445,84625455,84625460,84625470,84625475,84643000,84643405,84643410,84643440,84643445,84643455,84643460,84643470,84645000,84645410,84645430,84645440,84645445,84645450,84645460,84645470,84650000,84650405,84650415,84650420,84650430,84650435,84650445,84650455,84650457,84650465,84650475,84650490,84650492,84650494,84701000;0411131507;041101001;ОТДЕЛЕНИЕ-НБ РЕСПУБЛИКА АЛТАЙ;048405001;;40101810500000010000;04017;Межрайонная инспекция Федеральной налоговой службы №5 по Республике Алтай;643, 649000, Республика Алтай, г.Горно-Алтайск, ул. Чорос-Гуркина, 40;38822-92-842;Код ОКПО:00079295, часы работы: понедельник - четверг 8.00 - 17.15, пятница 8.00 - 16.00, обед 13.00 - 14.00;04017;Межрайонная инспекция Федеральной налоговой службы №5 по Республике Алтай;643, 649000, Республика Алтай, г.Горно-Алтайск, ул. Чорос-Гуркина, 40;38822-92-842;Код ОКПО:00079295, часы работы: понедельник - четверг 8.00 - 17.15, пятница 8.00 - 16.00, обед 13.00 - 14.00
